worms_sciname,worms_aphiaid,rank,phylum,class,subclass,order,family,genus,year,countryCode,stateProvince,county,locality,decimalLatitude,decimalLongitude,depth,taxonRemarks,verbatim_obis,terrestrial_only
Harmothoe multisetosa,333572,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Harmothoe,1984,NA,NA,NA,Tasu Sound; Ariel Rock,52.7999992371,-132.039993286,NA,NA,Harmothoe multisetosa,0
Saxidomus,367777,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Saxidomus,1960,NA,NA,NA,NA,53.8800010681,-131.669998169,10.9728,NA,Saxidomus,0
Platynereis bicanaliculata,334557,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Platynereis,1999,NA,NA,NA,NA,47.9199981689,-122.680000305,14,NA,Platynereis bicanaliculata,0
Tellina nuculoides,582784,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Tellina,1985,NA,NA,NA,Area A-The Two Peaks,54.3100013733,-131.410003662,130,NA,Tellina nuculoides,0
Ruditapes philippinarum,231750,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Ruditapes,NA,NA,NA,NA,San Francisco Bay,37.67127,-122.2574,5.2,Originally identified as 'Venerupis philippinarum',Ruditapes philippinarum,0
Macoma carlottensis,420876,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2003,NA,NA,NA,NA,38.2960014343,-123.121002197,75,NA,Macoma carlottensis,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,NA,NA,NA,NA,Puget Sound,48.747,-122.501388,7,Originally identified as 'Mediomastus (LPIL)',Mediomastus,0
Gattyana treadwelli,254738,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Gattyana,1938,NA,NA,NA,Washington,48.591666667,-122.99166667,20,NA,Gattyana treadwelli,0
Pholoe,129439,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Pholoe,NA,NA,NA,NA,Monterey Bay NMS,37.89974,-123.4124,133,Originally identified as 'Pholoe sp. N-1',Pholoe,0
Tresus,367775,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Tresus,1960,NA,NA,NA,NA,54.0600013733,-131.61000061,16.4592,NA,Tresus,0
Chone,129525,genus,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Chone,1980,NA,NA,NA,NA,9.73332977295,-84.9902801514,22,NA,Chone sp.,0
Arctonoe vittata,254301,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Arctonoe,NA,NA,Alaska,Kachemak Bay,Elephant Island,59.5141,-151.504967,NA,NA,Arctonoe vittata,0
Syllis alternata,131413,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Syllis,1960,NA,Alaska,NA,Kotzebue Sound,67.7216720581,-164.916671753,27,NA,Syllis (typosyllis) alternata,0
Heteromastus,129214,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Heteromastus,NA,NA,NA,NA,San Francisco Bay,38.07617,-122.3161,1.5,Originally identified as 'Heteromastus (LPIL)',Heteromastus,0
Hypereteone lighti,333653,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Hypereteone,1999,NA,NA,NA,NA,43.4140014648,-124.207000732,1,NA,Eteone lighti,0
Nereis procera,329725,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereis,NA,NA,NA,NA,Puget Sound,47.3727,-122.4818,21.9,Originally identified as 'Nereis procera',Nereis procera,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Salta Roja,33.33783333,-118.47616670000001,12.5,NA,Laminaria,0
Myrianida,129659,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Myrianida,2007,NA,NA,NA,NA,27,-111.4,NA,NA,Crithidia,0
Euchone limnicola,332800,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Euchone,NA,NA,NA,NA,San Francisco Bay,37.59188,-122.196,2.7,Originally identified as 'Euchone limnicola',Euchone limnicola,0
Scoloplos armiger,130537,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Scoloplos,2003,NA,NA,NA,NA,33.6059989929,-118.191001892,46,NA,Scoloplos armiger cmplx,0
Glycera capitata,130118,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,1980,NA,NA,NA,NA,9.95833015442,-84.8833312988,50,NA,Glycera capitata,0
Glycera nana,328132,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,1999,NA,NA,NA,NA,47.8199996948,-122.809997559,63,NA,Glycera nana,0
Glycinde armigera,240633,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,1998,NA,NA,NA,NA,47.9799995422,-122.5,24,NA,Glycinde armigera,0
Glycinde armigera,240633,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,2003,NA,NA,NA,NA,38.3149986267,-123.20400238,90,NA,Glycinde armigera,0
Proceraea cornuta,131362,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Proceraea,1999,NA,NA,NA,NA,48.0579986572,-122.904998779,21,NA,Proceraea cornuta,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,NA,NA,NA,NA,Puget Sound,48.04692,-122.7638,13.3,Originally identified as 'Mediomastus (LPIL)',Mediomastus,0
Glycinde armigera,240633,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,NA,NA,NA,NA,San Francisco Bay,37.8,-122.3963,3.4,Originally identified as 'Glycinde armigera',Glycinde armigera,0
Leitoscoloplos pugettensis,254746,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Leitoscoloplos,1998,NA,NA,NA,NA,47.9900016785,-122.669998169,45.5,NA,Leitoscoloplos pugettensis,0
Goniada annulata,240562,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Goniada,2002,NA,NA,NA,NA,60.3069992065,-147.654006958,138,NA,Goniada annulata,0
Euchone incolor,155202,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Euchone,NA,NA,NA,NA,Puget Sound,47.2807,-122.4474,116,Originally identified as 'Euchone incolor',Euchone incolor,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,1998,NA,NA,NA,NA,48.0400009155,-122.739997864,20.7,NA,Mediomastus sp,0
Saxidomus,367777,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Saxidomus,1960,NA,NA,NA,NA,54.0999984741,-131.779998779,22.85,NA,Saxidomus,0
Ameritella modesta,878514,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Ameritella,1999,NA,NA,NA,NA,35.1699981689,-120.730003357,11,NA,Tellina modesta,0
Malmgreniella bansei,329197,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Malmgreniella,2003,NA,NA,NA,NA,47.9010009766,-124.964996338,106,NA,Malmgreniella bansei,0
Nereis pelagica,130404,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereis,NA,NA,Alaska,Kachemak Bay,Outside Beach,59.464233,-151.7085,NA,NA,Nereis pelagica,0
Platynereis bicanaliculata,334557,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Platynereis,1999,NA,NA,NA,NA,40.8450012207,-124.101997375,3,NA,Platynereis bicanaliculata,0
Euchone incolor,155202,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Euchone,NA,NA,NA,NA,Puget Sound,47.2921,-122.4199,21.3,Originally identified as 'Euchone incolor',Euchone incolor,0
Notomastus (Clistomastus) luridus,334236,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Notomastus,1980,NA,NA,NA,NA,9.87110996246,-84.7583312988,14,NA,Notomastus luridus,0
Eumida longicornuta,333284,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eumida,2003,NA,NA,NA,NA,35.78099823,-121.373001099,54,NA,Eumida longicornuta,0
Glycera capitata,130118,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,NA,NA,NA,NA,Puget Sound,47.57922,-122.5841,46.2,Originally identified as 'Glycera capitata',Glycera capitata,0
Glycymeris septentrionalis,504512,species,Mollusca,Bivalvia,Autobranchia,Arcida,Glycymerididae,Glycymeris,1986,NA,NA,NA,Area B-The Shellground,53.5,-131.229995728,29,NA,Glycymeris subobsoleta,0
Macoma inquinata,582759,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,1999,NA,NA,NA,NA,48.1500015259,-123.602996826,21,NA,Macoma inquinata,0
Sige,129460,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Sige,2003,NA,NA,NA,NA,34.4000015259,-119.831001282,36,NA,Sige sp a,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Casino Point,33.349167,-118.32496599999999,9.9,NA,Laminaria,0
Exogone (Parexogone) molesta,333450,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Exogone,NA,NA,NA,NA,Puget Sound,47.62093,-122.5072,12.2,Originally identified as 'Exogone molesta',Exogone (Parexogone) molesta,0
Gattyana treadwelli,254738,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Gattyana,NA,NA,NA,NA,Puget Sound,47.59842,-122.3758,102,Originally identified as 'Gattyana treadwelli',Gattyana treadwelli,0
Leitoscoloplos pugettensis,254746,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Leitoscoloplos,1980,NA,NA,NA,NA,9.96111011505,-84.7833328247,16,NA,Haploscoloplos elongatus,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,South La Jolla,32.81345,-117.28576699999999,9.1,NA,Laminaria,0
Phyllodoce hartmanae,330596,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,1998,NA,NA,NA,NA,47.6199989319,-122.370002747,25.5,NA,Phyllodoce hartmanae,0
Glycinde armigera,240633,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,2003,NA,NA,NA,NA,33.5769996643,-118.012001038,57,NA,Glycinde armigera,0
Syllis,129680,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Syllis,NA,NA,Alaska,Prince William Sound,Montague Island,60.381167,-147.113,NA,NA,Syllis,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,NA,NA,NA,NA,Puget Sound,47.3038,-122.8499,30.9,Originally identified as 'Mediomastus (LPIL)',Mediomastus,0
Macoma balthica,141579,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2002,NA,NA,NA,NA,47.0190010071,-124.097999573,NA,NA,Macoma balthica,0
Glycera americana,157388,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,NA,NA,NA,NA,Puget Sound,47.167,-122.9051,20.2,Originally identified as 'Glycera americana',Glycera americana,0
Nereis zonata,130407,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereis,1967,NA,Sonora,NA,"Choya Bay, Off Pelican Point",31.3466701508,-113.666671753,14,NA,Nereis zonata,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,White Rocks,35.527756,-121.08563999999998,NA,NA,Laminaria,0
Dosinia dunkeri,507571,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Dosinia,NA,NA,Sonora,Guaymas,No specific locality recorded.,27.891788,-110.836455,NA,NA,Dosinia dunkeri,0
Mya arenaria,140430,species,Mollusca,Bivalvia,Autobranchia,Myida,Myidae,Mya,2002,NA,NA,NA,NA,43.4500007629,-124.199996948,NA,NA,Mya arenaria,0
Euchone,129528,genus,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Euchone,1986,NA,NA,NA,Area C-The Horseshoe,53.2099990845,-130.830001831,125,NA,Euchone nr. analis,0
Macoma carlottensis,420876,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2003,NA,NA,NA,NA,40.7280006409,-124.440002441,80,NA,Macoma carlottensis,0
Capitella capitata,129876,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Capitella,NA,NA,NA,NA,San Francisco Bay,37.57262,-122.2515,1.5,Originally identified as 'Capitella capitata',Capitella capitata,0
Sige,129460,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Sige,2003,NA,NA,NA,NA,34.0960006714,-120.124000549,100,NA,Sige sp a,0
Cooperella subdiaphana,507459,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Cooperella,NA,NA,California,San Diego Co.,San Diego Bay,32.65,-117.13333,NA,NA,Cooperella subdiaphana,0
Glycera nana,328132,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,2003,NA,NA,NA,NA,37.7729988098,-123.011001587,69,NA,Glycera nana,0
Syllis hyalina,131436,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Syllis,1985,NA,NA,NA,Area B-The Shellground,53.5,-131.229995728,26,NA,Syllis hyalina,0
Tresus,367775,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Tresus,1960,NA,NA,NA,NA,53.0699996948,-131.070007324,32.9184,NA,Tresus,0
Malmgreniella scriptoria,333961,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Malmgreniella,2003,NA,NA,NA,NA,47.327999115,-124.710998535,116,NA,Malmgreniella scriptoria,0
Glycera americana,157388,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,2003,NA,NA,NA,NA,34.0709991455,-120.32900238,51,NA,Glycera americana,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,NA,NA,NA,NA,Puget Sound,47.96341,-122.5079,61,Originally identified as 'Rochefortia tumida',Kurtiella tumida,0
Notomastus,129220,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Notomastus,2003,NA,NA,NA,NA,34.1669998169,-120.61000061,176,NA,Notomastus sp a,0
Macoma,138531,genus,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,NA,NA,NA,NA,NA,49.3973655700684,-123.749313354492,NA,NA,Macoma,0
Eulalia californiensis,1251228,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eulalia,2003,NA,NA,NA,NA,33.8779983521,-118.543998718,64,NA,Eulalia californiensis,0
Paradialychone ecaudata,558740,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Paradialychone,1985,NA,NA,NA,NA,53.5499992371,-131.229995728,28,NA,Chone ecaudata,0
Phyllodoce pettiboneae,330622,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,2003,NA,NA,NA,NA,33.9290008545,-118.483001709,36,NA,Phyllodoce pettiboneae,0
Glycera,129296,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,NA,NA,NA,NA,Puget Sound,47.58822,-122.3666,49,Originally identified as 'Glycera (LPIL)',Glycera,0
Harmothoe imbricata,130769,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Harmothoe,1992,NA,NA,NA,NA,52.3499984741,-131.350006104,0,NA,Harmothoe imbricata,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,2003,NA,NA,NA,NA,33.8429985046,-118.396003723,10,NA,Rochefortia tumida,0
Capitella capitata,129876,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Capitella,1985,NA,NA,NA,Area B-The Shellground,53.5499992371,-131.330001831,29,NA,Capitella capitata,0
Notomastus,129220,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Notomastus,2003,NA,NA,NA,NA,37.1899986267,-122.449996948,55,NA,Notomastus sp,0
Chone gracilis,238374,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Chone,1982,NA,Alaska,NA,"Alaska Peninsula, Bristol Bay, Cape Seniavin",56.5800018311,-160.339996338,50,NA,Chone gracilis,0
Euchone incolor,155202,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Euchone,NA,NA,NA,NA,Puget Sound,47.2803,-122.4015,6,Originally identified as 'Euchone incolor',Euchone incolor,0
Capitella,129211,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Capitella,2000,NA,NA,NA,NA,48.6100006104,-123,15.5,NA,Capitella capitata cmplx,0
Lepidasthenia natans,333800,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Lepidasthenia,2003,NA,NA,NA,NA,45.6599998474,-124.11000061,82,NA,Lepidasthenia longicirrata,0
Notomastus latericeus,129898,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Notomastus,2003,NA,NA,NA,NA,33.9770011902,-119.92199707,218,NA,Notomastus latericeus,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Leo Carillo North,34.043533000000004,-118.944946,5,NA,Laminaria,0
Syllis,129680,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Syllis,NA,NA,Alaska,Prince William Sound,Knight Island,60.484444,-147.728,NA,NA,Syllis,0
Mya arenaria,140430,species,Mollusca,Bivalvia,Autobranchia,Myida,Myidae,Mya,2002,NA,NA,NA,NA,37.9780006409,-122.385002136,NA,NA,Mya arenaria,0
Gaudichaudius iphionelloides,333489,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Gaudichaudius,NA,US,NA,NA,NA,68.9,-166.42,28.8,NA,Gaudichaudius iphionelloides,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Point Sur,36.288082,-121.89295200000001,10.1,NA,Laminaria,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,North Monastery,36.526806,-121.92654399999999,6.2,NA,Laminaria,0
Macoma nasuta,582761,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,1999,NA,NA,NA,NA,45.5299987793,-123.900001526,1.5,NA,Macoma nasuta,0
Glycinde armigera,240633,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,2003,NA,NA,NA,NA,42.3019981384,-124.474998474,78,NA,Glycinde armigera,0
Bispira,129523,genus,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Bispira,2003,NA,NA,NA,NA,33.7239990234,-118.223999023,18,NA,Bispira sp,0
Compsomyax subdiaphana,507527,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Compsomyax,NA,NA,NA,NA,NA,54.1301498413086,-130.477600097656,NA,NA,Compsomyax subdiaphana,0
Jasmineira,129533,genus,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Jasmineira,2003,NA,NA,NA,NA,33.9290008545,-118.483001709,36,NA,Jasmineira sp b,0
Eumida sanguinea,130644,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eumida,1985,NA,NA,NA,NA,54.2900009155,-131.509994507,129,NA,Eulalia sanguinea,0
Sphaerosyllis,129677,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Sphaerosyllis,NA,NA,NA,NA,Puget Sound,47.78998,-122.3982,9.4,Originally identified as 'Sphaerosyllis (LPIL)',Sphaerosyllis,0
Mya,138211,genus,Mollusca,Bivalvia,Autobranchia,Myida,Myidae,Mya,2002,NA,NA,NA,NA,57.7150001526,-155.567993164,24,NA,Mya sp,0
Glycinde armigera,240633,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,2003,NA,NA,NA,NA,48.0349998474,-124.845001221,47,NA,Glycinde armigera,0
Chone duneri,130888,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Chone,2003,NA,NA,NA,NA,33.8969993591,-118.540000916,62,NA,Chone duneri,0
Glycinde polygnatha,240626,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,1999,NA,NA,NA,NA,45.5239982605,-123.929000854,2,NA,Glycinde polygnatha,0
Sthenelais fusca,332168,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Sthenelais,2003,NA,NA,NA,NA,34.4650001526,-120.129997253,20,NA,Sthenelais fusca,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,1998,NA,NA,NA,NA,47.7200012207,-122.529998779,38.4,NA,Mediomastus sp,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,NA,NA,NA,NA,Puget Sound,47.68275,-122.4433,168,Originally identified as 'Mediomastus (LPIL)',Mediomastus,0
Megasyllis nipponica,759947,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Megasyllis,2000,NA,NA,NA,NA,37.9500007629,-122.419998169,6,NA,Typosyllis nipponica,0
Nereis zonata,130407,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereis,1985,NA,NA,NA,Area D-The Horseshoe,53.1300010681,-130.86000061,106,NA,Nereis zonata,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,NA,NA,NA,NA,Puget Sound,47.61814,-122.5108,11,Originally identified as 'Mediomastus (LPIL)',Mediomastus,0
Platynereis bicanaliculata,334557,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Platynereis,NA,NA,Alaska,Prince William Sound,Green Island,60.3,-147.4075,NA,NA,Platynereis bicanaliculata,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,1985,NA,NA,NA,NA,54.3199996948,-131.330001831,124,NA,Rochefortia tumida,0
Mya arenaria,140430,species,Mollusca,Bivalvia,Autobranchia,Myida,Myidae,Mya,2002,NA,NA,NA,NA,47.4280014038,-122.869003296,NA,NA,Mya arenaria,0
Heteromastus filobranchus,328370,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Heteromastus,1997,NA,NA,NA,NA,48.2700004578,-122.650001526,6.5,NA,Heteromastus filobranchus,0
Scoloplos armiger,130537,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Scoloplos,2003,NA,NA,NA,NA,32.7739982605,-117.274002075,22,NA,Scoloplos armiger cmplx,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Yellowbanks,33.998798,-119.550499,8.1,NA,Laminaria,0
Glycera,129296,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,NA,NA,NA,NA,Puget Sound,47.78998,-122.3982,9.4,Originally identified as 'Glycera (LPIL)',Glycera,0
Glycinde armigera,240633,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,NA,NA,NA,NA,Monterey Bay NMS,37.70818,-123.1269,115,Originally identified as 'Glycinde armigera',Glycinde armigera,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Cathedral Cove,34.016498999999996,-119.368385,9.6,NA,Laminaria,0
Capitella,129211,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Capitella,2002,NA,NA,NA,NA,46.4910011292,-124.028999329,NA,NA,Capitella capitata cmplx,0
Tellina,138533,genus,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Tellina,2003,NA,NA,NA,NA,34.4539985657,-120.196998596,57,NA,Tellina sp b,0
Capitella,129211,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Capitella,2000,NA,NA,NA,NA,37.8300018311,-122.349998474,38,NA,Capitella capitata cmplx,0
Compsomyax subdiaphana,507527,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Compsomyax,NA,NA,Washington,San Juan County,"San Juan Island, W side of Salmon Bank",48.4394,-122.9861333333,NA,NA,Compsomyax subdiaphana,0
Eteone longa,130616,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eteone,1975,NA,NA,NA,NA,57.7683,-160.06,21,NA,Eteone longa,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Windansea,32.836601,-117.288002,NA,NA,Laminaria,0
Odontosyllis phosphorea,330087,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Odontosyllis,NA,NA,NA,NA,Puget Sound,47.56905,-122.6023,22.9,Originally identified as 'Odontosyllis phosphorea',Odontosyllis phosphorea,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,1997,NA,NA,NA,NA,48.5299987793,-122.540000916,5.5,NA,Rochefortia tumida,0
Pholoides asperus,334498,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Pholoides,2003,NA,NA,NA,NA,48.3149986267,-124.379997253,61,NA,Pholoides asperus,0
